SpecID	Species	Wings	Green	Brown	Combined	Polymorphic	Pied	SexualDimorphism	AgeDependence	OtherVariants	RemarksMorphs	SourceMorphs
S07750	Chorthippus (Glyptobothrus) brunneus	long	exceptional	dominant	exceptional-dominant	polymorphic	present	absent	absent	.	.	"own observation (image), green mentioned as very rare in Field Guide Switzerland, images of pied in OrthopteraApp"
S07760	Chorthippus (Glyptobothrus) cazurroi	.	mono	absent	mono-absent	green	absent	absent	absent	.	only one image	https://www.iucnredlist.org/species/16084437/75087364
S07770	Chorthippus (Glyptobothrus) chloroticus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07780	Chorthippus (Glyptobothrus) cialancensis	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07790	Chorthippus (Glyptobothrus) corsicus	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07800	Chorthippus (Glyptobothrus) crassiceps	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07810	Chorthippus (Glyptobothrus) dubius	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07820	Chorthippus (Glyptobothrus) eisentrauti	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	images of pied in OrthopteraApp
S07830	Chorthippus (Glyptobothrus) elbrusianus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07840	Chorthippus (Glyptobothrus) jacobsi	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07850	Chorthippus (Glyptobothrus) jutlandica	.	absent	mono	absent-mono	brown	present	absent	absent	.	only three images	https://www.fugleognatur.dk/gallery.asp?mode=ShowLarge&ID=112103
S07860	Chorthippus (Glyptobothrus) macrocerus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images in Fauna Moldavia
S07870	Chorthippus (Glyptobothrus) maritimus	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07880	Chorthippus (Glyptobothrus) messinai	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	"multiple images on OSF, color mentioned in Fauna Italy"
S07890	Chorthippus (Glyptobothrus) mollis	long	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	images of pied in OrthopteraApp
S07900	Chorthippus (Glyptobothrus) porphyropterus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07910	Chorthippus (Glyptobothrus) pulloides	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown morphs in Field Guide Greece
S07920	Chorthippus (Glyptobothrus) pullus	short	absent	mono	absent-mono	brown	absent	absent	absent	pink	.	pink on GoE and Fauna Moldavia
S07930	Chorthippus (Glyptobothrus) reissingeri	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	https://www.biodiversidadvirtual.org/insectarium/Chorthippus-(Glyptobothrus)-cf.-reissingeri-img526789.html
S07940	Chorthippus (Glyptobothrus) rubratibialis	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07950	Chorthippus (Glyptobothrus) sampeyrensis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07960	Chorthippus (Glyptobothrus) sangiorgii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	.
S07970	Chorthippus (Glyptobothrus) saulcyi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07980	Chorthippus (Glyptobothrus) trinacriae	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	image of green in Field Guide Italy
S07990	Chorthippus (Glyptobothrus) vagans	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08000	Chorthippus (Glyptobothrus) willemsei	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown morphs in Field Guide Greece
S08010	Chorthippus (Glyptobothrus) yersini	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08020	Chorthippus (NA) hirtus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08030	Chorthippus (NA) moreanus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08040	Chorthippus (NA) nevadensis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08050	Chorthippus (NA) parnon	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08060	Gomphoceridius brevipennis	short	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide France
S08070	Gomphocerippus rufus	long	exceptional	dominant	exceptional-dominant	polymorphic	present	absent	absent	.	.	"image of green dorsal strip individual in field Guide Germany, images of putative pied in OrthopteraApp"
S08080	Gomphocerus sibiricus	long	common	dominant	common-dominant	polymorphic	present	absent	absent	.	.	.
S08090	Italohippus albicornis	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"color mentioned in Fauna Italy, multiple images on GoE"
S08100	Italohippus modestus	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on GoE
S08110	Italohippus monticola	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"color mentioned in Fauna Italy, multiple images on GoE"
S08120	Myrmeleotettix antennatus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images in Fauna Moldavia
S08130	Myrmeleotettix maculatus	long	common	dominant	common-dominant	polymorphic	present	absent	absent	.	abundances unclear	abundances mentioned in Fauna Baden/Wuerttemberg (images of both morphs there)
S08140	Myrmeleotettix pallidus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08150	Pseudochorthippus montanus	polymorph	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	abundances unclear	.
S08160	Pseudochorthippus parallelus	polymorph	dominant	common	dominant-common	polymorphic	present	absent	absent	geographic variation	.	.
S08170	Pseudochorthippus tatrae	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	https://www.biolib.cz/cz/image/id171898/ ; https://www.biolib.cz/en/image/id13699/
S08180	Stauroderus scalaris	long	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	metallic	abundances unclear	.
S08190	Caucasippus rufipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08200	Ochrilidia harterti	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08210	Ochrilidia nuragica	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S08220	Ochrilidia pruinosa	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"images of multiple brown in OSF, Fauna Greece"
S08230	Ochrilidia sicula	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S08240	Ochrilidia tibialis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	.
S08250	Rammeihippus dinaricus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	https://www.inaturalist.org/observations/27374239
S08260	Ramburiella (Palaeocesa) bolivari	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08270	Ramburiella (Palaeocesa) turcomana	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08280	Ramburiella (Ramburiella) hispanica	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08290	Omocestus (Dreuxius) antigai	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"image of green in Fauna Catalunya, images of two green in Bellmann France, images of two brown in Field Guide France"
S08300	Omocestus (Dreuxius) bolivari	.	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	.
S08310	Omocestus (Dreuxius) femoralis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	.
S08320	Omocestus (Dreuxius) minutissimus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08330	Omocestus (Dreuxius) navasi	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	image of both morphs in field guide France
S08340	Omocestus (Dreuxius) uhagonii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	.
S08350	Omocestus (Omocestus) africanus 	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S08360	Omocestus (Omocestus) defauti	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08370	Omocestus (Omocestus) haemorrhoidalis	long	rare	dominant	rare-dominant	polymorphic	present	absent	absent	.	.	"occasionally green on upperside (Field Guide Germany, Bellmann)"
S08380	Omocestus (Omocestus) lopadusae	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S08390	Omocestus (Omocestus) minutus	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	images in Fauna Moldavia
S08400	Omocestus (Omocestus) panteli	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	images on GoE
S08410	Omocestus (Omocestus) petraeus	long	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	"image of green female in Field Guide France, images of both morphs on GoE, images of brown in Fauna Moldavia, images of both morphs in Bellmann France"
S08420	Omocestus (Omocestus) raymondi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S08430	Omocestus (Omocestus) rufipes	long	dominant	common	dominant-common	polymorphic	present	strong	absent	"males always non-green, females mostly green"	.	"males always non-green, females mostly green (Fauna Austria, Field Guide Switzerland)"
S08440	Omocestus (Omocestus) uvarovi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	color mentioned in Fauna Italy
S08450	Omocestus (Omocestus) viridulus	long	dominant	rare	dominant-rare	polymorphic	present	weak	absent	.	brown regular or rare	brown mostly in males (Field Guide Switzerland)
S08460	Stenobothrus apenninus	short	common	dominant	common-dominant	polymorphic	present	absent	absent	.	abundances unclear	images of both morphs in Bellmann
S08470	Stenobothrus bolivarii	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	images of clear green on GoE
S08480	Stenobothrus carbonarius	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08490	Stenobothrus caucasicus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08500	Stenobothrus clavatus	long	dominant	common	dominant-common	polymorphic	present	absent	absent	.	abundances unclear	.
S08510	Stenobothrus cotticus	long	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	images of both morphs in Bellmann France
S08520	Stenobothrus crassipes	short	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	abundances unclear	.
S08530	Stenobothrus croaticus	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	.
S08540	Stenobothrus eurasius	long	dominant	common	dominant-common	polymorphic	present	absent	absent	.	.	images of both morphs in Bellmann
S08550	Stenobothrus festivus	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	images of both morphs in Field Guide France
S08560	Stenobothrus fischeri	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	"image of fully brown individual in Fauna Austria, images of both morphs in Field Guide France, image of brown in Field Guide Italy"
S08570	Stenobothrus graecus	.	mono	absent	mono-absent	green	present	absent	absent	.	.	.
S08580	Stenobothrus grammicus	long	dominant	common	dominant-common	polymorphic	present	absent	absent	.	abundances unclear	"images of both morphs in Field Guide France, images of both morphs (two each) in Bellmann France"
S08590	Stenobothrus lineatus	long	dominant	regular	dominant-regular	polymorphic	present	absent	absent	pink quite common	.	"image of brown (pied) individual in Fauna Austria, OrthopteraApp, image of pied in Field Guide Greece"
S08600	Stenobothrus miramae	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08610	Stenobothrus mistshenkoi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08620	Stenobothrus nigromaculatus	polymorph	dominant	regular	dominant-regular	polymorphic	present	absent	absent	.	.	.
S08630	Stenobothrus posthumus	.	absent	mono	absent-mono	brown	present	absent	absent	.	only one image	https://www.iucnredlist.org/species/16084389/70215646
S08640	Stenobothrus rubicundulus	long	dominant	common	dominant-common	polymorphic	present	weak	absent	green mostly in females	.	.
S08650	Stenobothrus stigmaticus	long	dominant	regular	dominant-regular	polymorphic	present	absent	absent	.	.	.
S08660	Stenobothrus ursulae	short	dominant	common	dominant-common	polymorphic	present	absent	absent	.	.	images of both morphs in Bellmann France
S08670	Bohemanella frigida	polymorph	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	.
S08680	Chortopodisma cobellii	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08690	Cophopodisma iberica	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08700	Cophopodisma pyrenaea	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08710	Epipodisma pedemontana	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08720	Italopodisma acuminata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown on GoE
S08730	Italopodisma baccettii	short	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08740	Italopodisma costae	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown on GoE
S08750	Italopodisma ebneri	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08760	Italopodisma fiscellana	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08770	Italopodisma lagrecai	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	only two images	"image of slighly green in Field Guide Italy, https://www.iucnredlist.org/species/15039296/15428988"
S08780	Italopodisma lucianae	short	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08790	Italopodisma samnitica	short	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08800	Italopodisma trapezoidalis	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs on GoE
S08810	Micropodisma koenigi	.	mono	absent	mono-absent	green	absent	absent	absent	.	only two images	http://biodiversity-georgia.net/index.php?imageID=11104; http://www.macrogamta.lt/lt/fotografija/sk%C4%97riukas-micropodisma-koenigi-%E2%99%82-19345
S08820	Micropodisma salamandra	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08830	Micropodisma svanetica	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S08840	Miramella (Galvagniella) albanica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of multiple green in OSF
S08850	Miramella (Kisella) alpina	short	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	absent	.	.	"image of melanistic (black) individual (male) in Fauna Baden-Wuerttemberg, occasionally mostly black indiviudals (Fauna Austria)"
S08860	Miramella (Kisella) carinthiaca	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08870	Miramella (Kisella) irena	polymorph	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08880	Capraiuscola ebneri 	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08890	Nadigella formosanta	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08900	Odontopodisma acuminata	.	mono	absent	mono-absent	green	absent	absent	absent	.	only one image	.
S08910	Odontopodisma albanica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08920	Odontopodisma carpathica	short	mono	absent	mono-absent	green	absent	absent	absent	.	only one image	https://www.iucnredlist.org/species/16084554/70204964
S08930	Odontopodisma decipiens	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08940	Odontopodisma fallax	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08950	Odontopodisma montana	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08960	Odontopodisma rubripes	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	just one image on GoE
S08970	Odontopodisma schmidtii	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S08980	Oropodisma chelmosi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S08990	Oropodisma erymanthosi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09000	Oropodisma karavica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09010	Oropodisma kylinii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09020	Oropodisma lagrecai	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09030	Oropodisma macedonica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09040	Oropodisma parnassica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09050	Oropodisma taygetosi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09060	Oropodisma tymphrestosi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09070	Oropodisma willemsei	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09080	Pachypodisma crassa	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09090	Pachypodisma lezgina	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09100	Peripodisma ceraunii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images on GoE
S09110	Peripodisma llofizii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images on GoE
S09120	Peripodisma tymphii	short	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	image of apparently green male in Field Guide Greece
S09130	Podisma amedegnatoae	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09140	Podisma cantabricae	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	https://www.iucnredlist.org/ja/species/16084528/75089065; https://www.biodiversidadvirtual.org/insectarium/search.html
S09150	Podisma carpetana	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09160	Podisma dechambrei	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09170	Podisma eitschbergeri	polymorph	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09180	Podisma emiliae	polymorph	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"images on GoE, image of slighly green in Field Guide Italy"
S09190	Podisma goidanichi	polymorph	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S09200	Podisma magdalenae	polymorph	mono	absent	mono-absent	green	absent	absent	absent	.	.	image of green in Field Guide Italy
S09210	Podisma pedestris	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09220	Podisma ruffoi	polymorph	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09230	Podisma satunini	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09240	Podisma silvestrii	polymorph	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	.
S09250	Podisma teberdina	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09260	Podisma uvarovi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09270	Pseudopodisma fieberi	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	images GoE
S09280	Pseudopodisma nagyi	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images GoE
S09290	Pseudopodisma transilvanica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images GoE
S09300	Pseudoprumna baldensis	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S09310	Zubovskya banatica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S09320	Acrotylus fischeri	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S09330	Acrotylus insubricus	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S09340	Acrotylus longipes	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S09350	Acrotylus patruelis	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	image of pied individual in Field Guide France
S09360	Bryodema gebleri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	.https://www.youtube.com/watch?v=cuhouaPUSsY; https://www.zin.ru/animalia/coleoptera/eng/berlov4a.htm
S09370	Bryodemella (Bryodemella) tuberculatum	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"often with green tinge (Field Guide Germany), grünliche mentioned in Bellmann"
S09380	Aiolopus puissanti	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	pictures of both colors in Field Guide France
S09390	Aiolopus simulatrix	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	color mentioned in Fauna Italy
S09400	Aiolopus strepens	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	green mostly in females	.	"images of both morphs in Bellmann France, green mostly in females (Fauna Austria, Field guide Switzerland)"
S09410	Aiolopus thalassinus	long	dominant	regular	dominant-regular	polymorphic	present	weak	absent	brown mostly in males	.	"images of pied (not very pronounced) in OrthopteraApp and (very pronounced) in Fauna Catalunya, brown mostly in males (Fauna Austria)"
S09420	Epacromius coerulipes	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	green mentioned as rare in Bellmann
S09430	Epacromius pulverulentus	.	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	pink quite common	.	.
S09440	Epacromius tergestinus	long	regular	dominant	regular-dominant	polymorphic	absent	weak	absent	green mostly in females	.	"image of both morphs in Bellmann France, green mostly in females (Fauna Austria, Field guide Switzerland)"
S09450	Paracinema tricolor	long	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	brown indiviudal on https://www.flickr.com/photos/69055300@N05/8057976452/in/photolist-Wtm6Et-8owaye-8oznj9-8ow9e8-8ozqJN-8ozoBW-aogUgW-27cAqY1-dgXq69-dcEc3V-azzJqv-amtTyK-fEk3Mg-fJQfK8-azAbrv-x4sLoT-anwtb6-az95Gr-azbJs3-cZHDUY-cXiAeQ-toDo21-azCNLY-azA9kk-d2an1b-dshpuV-aELFub-dh4eEu-d64ZG3-aDTDjq-aEKDhA-dgL18t-d2cfBo-dkpQeP-dgWD7r-dj827B-b5BFer-dgVt5q-dgWu33-djJex2-d2cbW1-dh3xPM-d9HR8s-dnn6ho-d2cnus-d2cahA-p6oTSZ-M82GQj-p6q1Ms-9fjiou
S09460	Platypygius crassus	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Greece and GoE
S09470	Platypygius platypygius	long	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	both morphs in http://www.pyrgus.de/Platypygius_platypygius.html
S09480	Locusta migratoria	long	dominant	regular	dominant-regular	polymorphic	present	absent	absent	partly phase-dependent	.	"also polymorphic within each phase (Field Guide Switzerland), image of pied in OrthopteraApp"
S09490	Oedaleus decorus	long	common	dominant	common-dominant	polymorphic	present	weak	absent	green more common among females	abundances unclear	green more common among females (Field guide Switzerland)
S09500	Psophus stridulus	long	absent	mono	absent-mono	brown	absent	absent	absent	reddish	.	reddish individual on https://www.inaturalist.org/taxa/470524-Psophus-stridulus/browse_photos
S09510	Pyrgodera armata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09520	Scintharista notabilis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09530	Celes variabilis	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	image of pied individual in Field Guide France
S09540	Mioscirtus wagneri	.	absent	mono	absent-mono	brown	present	absent	absent	.	just one image	.
S09550	Oedipoda aurea	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09560	Oedipoda caerulescens	long	exceptional	dominant	exceptional-dominant	polymorphic	present	absent	absent	reddish	.	"image of red in Field Guide Italy, image of pied in Field Guide Greece, slighly green individual on https://www.flickr.com/photos/johnv2400/20628457158/in/photolist-xqSeCs-MG3fkY-a6sNTF-7xxhnL-KEbqgj-27W2Nr9-27W2NuW-29AvieU-2aa3ZG1-26Fxcd1-KhVpeB-298fw9k-26nvzQY-BdhvZa-27ynznq-YJM26x-fAWeDF-61xxou-SrDWTm-Mhu2NW-4Xgh1t-2hap7J2-2hap7YF-LzDQhe-K5xqbZ-wFAfmp-27No12b-2hoHitp-2harLzT-6Mqv1T-L3uWJQ-LoYx54-29YzXGy-eQ396d-XSobUS-MvzcBE-KUxC2f-2edmy9k-7X5wKo-HysGbA-dbKC8i-2hoK7Na-DLhsMc-26dpVFW-7X5TQm-ExeVvD-295nWej-d8EHsj-Ha3FTq-25BSAdz, also https://www.alamy.com/blue-winged-grasshopper-oedipoda-caerulescens-on-gritty-earth-lower-saxony-germany-image278998816.html, also https://www.agefotostock.com/age/en/Stock-Images/Rights-Managed/BWI-BS318432"
S09570	Oedipoda charpentieri	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09580	Oedipoda coerulea	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09590	Oedipoda cynthiae	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09600	Oedipoda fuscocincta	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09610	Oedipoda germanica	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09620	Oedipoda miniata	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	image of pied in Field Guide Greece
S09630	Oedipoda schochii	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09640	Oedipoda venusta	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09650	Leptopternis gracilis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	http://4.bp.blogspot.com/-nEG4luMKK8U/Thbng_5Lv2I/AAAAAAAAXfg/Qrg-HRvP1H4/s1600/%25D7%2593%25D7%25A7%25D7%25A0%25D7%25A3-1.jpg; http://acrinwafrica.mnhn.fr/bases/fiches/Leptopternis_gracilis.html; https://science.mnhn.fr/institution/mnhn/collection/eo/item/caelif491?lang=en_US
S09660	Morphacris fasciata	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	images of multiple brown on GoE and google search
S09670	Mecostethus parapleurus	long	dominant	rare	dominant-rare	polymorphic	absent	weak	absent	males paler	.	"images of very faded individuals in OrthopteraApp, image of clearly non-green individual in Fauna Baden-Wuerttemberg, males paler (Field Guide Switzerland), occasionally yellow-brown (Field Guide Germany)"
S09680	Stethophyma grossum	long	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	metallic	.	"image of quite non-green individual in Field Guide Germany, image of fully non-green in OrthopteraApp"
S09690	Hyalorrhipis clausii	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09700	Pseudoceles obscurus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09710	Pseudoceles oedipodioides	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S09720	Sphingoderus carinatus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09730	Sphingonotus (Neosphingonotus) almeriense	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	"https://www.insecte.org/forum/viewtopic.php?t=150212; https://www.iucnredlist.org/species/47687276/47687278, https://www.biodiversidadvirtual.org/insectarium/Sphingonotus-(Neosphingonotus)-almeriense-img1028693.html"
S09740	Sphingonotus (Neosphingonotus) azurescens	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09750	Sphingonotus (Neosphingonotus) morini	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09760	Sphingonotus (Neosphingonotus) nodulosus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09770	Sphingonotus (Neosphingonotus) pachecoi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09780	Sphingonotus (Sphingonotus) arenarius	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S09790	Sphingonotus (Sphingonotus) caerulans	long	exceptional	dominant	exceptional-dominant	polymorphic	present	absent	absent	.	.	"unusual individual with greenish wings http://www.naturagraeca.com/ws/168,,2,Grasshopers-Crickets"
S09800	Sphingonotus (Sphingonotus) candidus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S09810	Sphingonotus (Sphingonotus) coerulipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:Sphingonotus_(Sphingonotus)_coerulipes_coerulipes_Uvarov,_1922.jpg; https://commons.m.wikimedia.org/wiki/File:Sphingonotus_(Sphingonotus)_coerulipes_coerulipes_Uvarov,_1922_hind_legs.jpg"
